"replication","mse","coverage"
1,0.164820631600728,0.628
2,0.157835270443224,0.629
3,0.128661598619543,0.72
4,0.14637966067372,0.71
5,0.149516672745719,0.679
6,0.157954910856172,0.658
7,0.143779613694761,0.701
8,0.139477377513855,0.669
9,0.135813053959996,0.707
10,0.145476059503699,0.675
11,0.155425130816708,0.659
12,0.146259202741452,0.709
13,0.144634922273636,0.694
14,0.159120263041824,0.669
15,0.133123937343601,0.716
16,0.147840739449769,0.689
17,0.140912497588454,0.688
18,0.13446942996195,0.713
19,0.159903225469587,0.672
20,0.131165112906011,0.718
21,0.149733884919629,0.691
22,0.148095513965581,0.669
23,0.16441476989068,0.652
24,0.155015592543033,0.683
25,0.138800320819563,0.701
