"replication","mse","coverage"
1,0.39955602446638,0.897
2,0.370385455922114,0.9
3,0.373513345236622,0.899
4,0.405124623730573,0.884
5,0.345103952162478,0.916
6,0.35074220957086,0.916
7,0.397029709813944,0.879
8,0.333226127742779,0.911
9,0.399057823523772,0.871
10,0.39461314747384,0.899
11,0.378020730825832,0.895
12,0.394184439693657,0.88
13,0.406172104092507,0.878
14,0.397827215183361,0.893
15,0.410607149004879,0.883
16,0.375219350176764,0.902
17,0.351724958796752,0.914
18,0.363037655452904,0.914
19,0.407694333582845,0.89
20,0.371728642011992,0.898
21,0.405364520372282,0.9
22,0.40235474161341,0.905
23,0.357139353859704,0.905
24,0.391244523079604,0.889
25,0.377362957230461,0.901
