"replication","mse","coverage"
1,0.100917903328801,0.8
2,0.12139533307956,0.741
3,0.102771017211754,0.786
4,0.101564435198291,0.8
5,0.106826132345219,0.769
6,0.106068489715142,0.774
7,0.0967775234977186,0.805
8,0.110480868971774,0.762
9,0.102193786617708,0.782
10,0.118323484475813,0.745
11,0.101290006710645,0.799
12,0.0961902031519088,0.825
13,0.0967468492562371,0.8
14,0.109757273241963,0.778
15,0.0987933118256594,0.802
16,0.0996135780544597,0.801
17,0.105837826089609,0.791
18,0.112609715835451,0.746
19,0.0889591477244801,0.811
20,0.135747804172844,0.707
21,0.12767161608307,0.731
22,0.133109111604716,0.721
23,0.103331298767172,0.801
24,0.10749386680143,0.754
25,0.0990744453207996,0.798
