"replication","mse","coverage"
1,0.225926467998867,0.543
2,0.225889410619752,0.563
3,0.217701667687735,0.552
4,0.226362768988941,0.527
5,0.216114910145179,0.564
6,0.216305728564658,0.554
7,0.216583392603531,0.535
8,0.198157725806973,0.56
9,0.187855935260077,0.611
10,0.211759350893599,0.574
11,0.208834759003792,0.574
12,0.238251087248494,0.534
13,0.234581470905346,0.514
14,0.206881198413301,0.567
15,0.215617561525653,0.574
16,0.210541899552095,0.564
17,0.196037507500139,0.595
18,0.218062962947586,0.557
19,0.200379718573608,0.584
20,0.206220800302729,0.582
21,0.205043003248226,0.598
22,0.201967036954602,0.609
23,0.212331020771668,0.582
24,0.200201075886037,0.588
25,0.199450598508015,0.6
