"replication","mse","coverage"
1,0.0628681976235435,0.885
2,0.0543756913190203,0.911
3,0.0523853060398003,0.904
4,0.0563112953954733,0.913
5,0.0498658071466977,0.932
6,0.0499376709607348,0.924
7,0.0566215971765284,0.904
8,0.0522771653881636,0.922
9,0.05290574295342,0.902
10,0.0493734942050127,0.922
11,0.046408029653131,0.93
12,0.0492844629253053,0.933
13,0.0611943378097869,0.898
14,0.0463691404550158,0.932
15,0.0591254471745356,0.893
16,0.0549785688329136,0.908
17,0.0458180785930587,0.944
18,0.0559817311107974,0.885
19,0.0489681586517982,0.911
20,0.0551942447594615,0.906
21,0.0460361505585785,0.942
22,0.0589063195415266,0.89
23,0.046284467018023,0.931
24,0.0557307261378482,0.905
25,0.0507439187024612,0.923
