"replication","mse","coverage"
1,0.253396794577816,0.917
2,0.230245656363477,0.931
3,0.244295524545783,0.914
4,0.232475470330459,0.923
5,0.253051424358765,0.904
6,0.244158359826082,0.912
7,0.26582100813452,0.911
8,0.230227131257135,0.924
9,0.262260366732222,0.911
10,0.236612756506043,0.925
11,0.251643258869857,0.915
12,0.233307297736457,0.914
13,0.241161448657347,0.923
14,0.207397152052605,0.937
15,0.256706556778216,0.912
16,0.243232980230011,0.909
17,0.235647262130096,0.927
18,0.245789433435716,0.919
19,0.244560056843346,0.907
20,0.239277914655766,0.926
21,0.261456621787417,0.914
22,0.259805679521497,0.91
23,0.234860136310715,0.925
24,0.242483667427052,0.922
25,0.254386223004859,0.912
26,0.237613153657303,0.912
27,0.224233686077635,0.931
28,0.237726749016662,0.919
29,0.225716032529568,0.931
30,0.234394356505699,0.917
31,0.251694702881249,0.916
32,0.236323258938817,0.922
33,0.222540620921082,0.935
34,0.238900567946402,0.93
35,0.224115784674494,0.928
36,0.226154319413671,0.923
37,0.247100589345812,0.917
38,0.244253676159082,0.923
39,0.248946222099719,0.912
40,0.277475983973599,0.899
