"replication","mse","coverage"
1,0.0218636940796523,0.944
2,0.027648235660161,0.912
3,0.0231424432174302,0.939
4,0.0255053371423337,0.934
5,0.0250424621642128,0.919
6,0.0260524654166972,0.915
7,0.0263661485759053,0.931
8,0.0234691784959195,0.932
9,0.0329264229475607,0.895
10,0.0257630278131668,0.923
11,0.0302747837987046,0.897
12,0.0268267367626085,0.915
13,0.0272230638177286,0.924
14,0.0292914099581497,0.904
15,0.0214173651557079,0.95
16,0.0336521354007328,0.891
17,0.0292097915058857,0.892
18,0.0282850648298439,0.909
19,0.0270962537938205,0.915
20,0.027323408340689,0.919
21,0.0323557915987651,0.891
22,0.0316671159331959,0.899
23,0.0341062893796179,0.873
24,0.0338187640118469,0.884
25,0.0270681295767812,0.918
26,0.0304454261167172,0.901
27,0.0236457491507862,0.934
28,0.0226949783803851,0.94
29,0.0340590579467093,0.873
30,0.0364088103741975,0.856
31,0.0247808015339247,0.928
32,0.0264547469086267,0.917
33,0.0363669881038899,0.852
34,0.0319201777208348,0.888
35,0.0290651895491525,0.909
36,0.0234608343297064,0.929
37,0.0297901870016725,0.89
38,0.0390620113548014,0.845
39,0.0336217920580547,0.882
40,0.0288318771890754,0.913
